rowID,Cluster,RAJ2000,DEJ2000,Diam,Dist,E(B-V),Age,pmRA,pmDE,Nc,RV,o_RV,[Fe/H],raDeg,decDeg,l,b
0,Berkeley 58      ,00 00 12,+60 58 00,  11.0, 2700, 0.720, 8.470,   0.56,   1.56,   88, -87.00,  1,,0.05,60.9666666667,116.753380495,-1.28893683398
1,NGC 7801         ,00 00 21,+50 44 30,   8.0, 1275, 0.170, 9.230,  -3.56,  -2.60,   85,       ,   ,,0.0875,50.7416666667,114.729494582,-11.3146543492
2,FSR 0459         ,00 00 39,+59 14 20,   2.0, 3800, 1.103, 8.950,  -1.66,  -0.01,    8,       ,   ,,0.1625,59.2388888889,116.468449356,-2.99401503869
3,Stock 18         ,00 01 37,+64 37 30,   6.0, 1242, 0.710, 8.100,  -2.78,  -0.15,  109,       ,   ,,0.404166666667,64.625,117.624516914,2.26787754768
4,Berkeley 59      ,00 02 14,+67 25 00,  10.0, 1000, 1.241, 6.100,  -2.11,  -1.20,    2,  -5.17,  3,,0.558333333333,67.4166666667,118.220979853,4.99607166559
5,Berkeley 104     ,00 03 30,+63 35 00,   3.0, 4365, 0.450, 8.890,  -2.35,  -0.30,   76,       ,   ,0.07,0.875,63.5833333333,117.630140994,1.2061311675
6,Blanco 1         ,00 04 07,-29 50 00,  70.0,  269, 0.010, 7.796,  20.17,   3.00,   27,   5.53, 49,0.04,1.02916666667,-29.8333333333,15.5718733097,-79.2611786315
7,Stock 19         ,00 04 41,+56 05 00,   4.0,     ,      ,      ,   1.43,  -2.04,   42,       ,   ,,1.17083333333,56.0833333333,116.40280324,-6.19457054442
8,NGC 7826         ,00 05 17,-20 41 30,  20.0,  620, 0.030, 9.340,   6.48,  -6.20,   39,  -4.62,  1,,1.32083333333,-20.6916666667,61.8749354777,-77.6528973245
9,Majaess 1        ,00 07 22,+64 58 22,   5.0,     ,      ,      ,   4.63,   1.72,   20,       ,   ,,1.84166666667,64.9727777778,118.29004064,2.49897686992
10,Czernik 1        ,00 07 38,+61 28 30,   2.5, 2530, 1.230, 6.700,  -3.83,   1.66,    5,       ,   ,,1.90833333333,61.475,117.726196634,-0.953208210047
11,SAI 1            ,00 08 20,+51 43 15,   4.0, 2170, 0.340, 9.100,   0.31,  -0.88,   35,       ,   ,,2.08333333333,51.7208333333,116.164883796,-10.5836629531
12,Berkeley 1       ,00 09 36,+60 28 30,   5.0, 2420, 0.780, 8.600,  -1.83,  -0.75,  135,       ,   ,,2.4,60.475,117.796108113,-1.97888220619
13,ASCC 1           ,00 09 36,+62 40 48,  24.0, 4000, 0.160, 8.250,  -3.27,   1.19, 1189, -74.10,  3,,2.4,62.68,118.152495677,0.197136838428
14,King 13          ,00 10 06,+61 10 00,   5.0, 3100, 0.820, 8.500,  -4.15,  -2.46,  127,       ,   ,,2.525,61.1666666667,117.967467551,-1.30599534808
15,Alessi 20        ,00 10 34,+58 45 36,  40.0,  600, 0.220, 6.480,   8.73,  -3.11,   17, -11.50,  1,,2.64166666667,58.76,117.642297167,-3.69135282317
16,FSR 0474         ,00 10 53,+59 44 50,   4.6, 4638, 1.145, 8.900,  -0.41,  -0.81,   53,       ,   ,,2.72083333333,59.7472222222,117.838080009,-2.72283056245
17,FSR 0480         ,00 14 55,+61 28 23,   1.5, 5492, 0.937, 9.300,  -1.66,  -1.81,   24,       ,   ,,3.72916666667,61.4730555556,118.58502051,-1.09007115139
18,Juchert Saloran 1,00 16 20,+59 57 43,   5.0, 3859, 0.830, 9.050,  -0.59,   0.58,   60,       ,   ,,4.08333333333,59.9619444444,118.547139066,-2.61060168723
19,Majaess 8        ,00 16 43,+64 30 21,   3.0,     ,      ,      ,  -2.38,   2.06,   24,       ,   ,,4.17916666667,64.5058333333,119.205385244,1.88560324384
20,Berkeley 60      ,00 17 42,+60 56 00,   3.0, 4365, 0.860, 8.200,  -3.64,   0.20,   40,       ,   ,0.07,4.425,60.9333333333,118.843808924,-1.67033639782
21,ASCC 2           ,00 19 52,+55 42 36,  36.0, 1200, 0.100, 8.830,  -1.56,  -1.34,   20,       ,   ,,4.96666666667,55.71,118.462557133,-6.88753736819
22,FSR 0486         ,00 20 21,+59 19 05,   2.5, 1850, 0.550, 8.900,  -2.10,  -2.11,    5,       ,   ,,5.0875,59.3180555556,118.968469837,-3.31424408006
23,Majaess 9        ,00 21 13,+63 19 28,   2.0,     ,      ,      ,       ,       ,     ,       ,   ,,5.30416666667,63.3244444444,119.547695572,0.651449744531
24,Mayer 1          ,00 21 54,+61 45 00,   7.0, 1430, 0.500, 7.740,  -1.68,  -1.18,  122, -20.90,  1,,5.475,61.75,119.443769877,-0.92153392346
25,King 1           ,00 22 04,+64 22 50,  24.6, 1080, 0.760, 9.600,  -2.43,   1.02,  700, -38.40, 10,-0.01,5.51666666667,64.3805555556,119.762644597,1.68969549025
26,SAI 4            ,00 23 40,+62 42 14,   4.0, 1600, 0.270, 8.700,  -1.80,   3.00,   64,-100.70,  1,,5.91666666667,62.7038888889,119.754183839,0.00361411396843
27,Stock 20         ,00 25 15,+62 37 00,   4.0, 1100, 0.200, 8.337,  -2.53,   2.51,   82,       ,   ,,6.3125,62.6166666667,119.925863216,-0.102132299772
28,NGC 103          ,00 25 16,+61 19 24,   4.0, 3026, 0.406, 8.126,  -3.44,  -0.32,  101,-116.70,  1,,6.31666666667,61.3233333333,119.796584828,-1.38899110092
29,Berkeley 2       ,00 25 18,+60 24 00,   2.0, 5250, 0.800, 8.900,   0.88,  -2.50,   14,       ,   ,,6.325,60.4,119.706948166,-2.30797679546
30,FSR 0494         ,00 25 32,+63 45 28,   0.8, 5087, 0.521, 9.300,  -2.87,  -2.72,    9,       ,   ,,6.38333333333,63.7577777778,120.072833557,1.02992638169
31,FSR 0496         ,00 26 58,+64 02 00,   4.9, 1123, 0.770, 9.055,  -1.13,   0.09,   64,       ,   ,,6.74166666667,64.0333333333,120.256691407,1.28877018569
32,NGC 110          ,00 27 25,+71 23 00,  12.0, 1290, 0.420, 9.000,   0.01,  -3.47,  408,       ,   ,,6.85416666667,71.3833333333,120.996189476,8.60192505671
33,SAI 6            ,00 27 53,+60 41 21,   5.0, 2700, 0.890, 8.500,   0.51,  -0.03,   77,       ,   ,,6.97083333333,60.6891666667,120.051169554,-2.05076400824
34,FSR 0498         ,00 29 13,+62 24 57,   1.5, 1800, 0.150, 8.550,  -3.62,  -0.10,   19,       ,   ,-0.34,7.30416666667,62.4158333333,120.362653222,-0.345010125945
35,NGC 129          ,00 30 00,+60 13 06,  19.0, 1625, 0.548, 7.886,  -1.23,  -0.51,  764, -37.36,  2,,7.5,60.2183333333,120.270196192,-2.54257402204
36,Stock 21         ,00 30 25,+57 55 25,   4.0, 1700, 0.416, 8.825,  -2.45,  -2.72,   62,       ,   ,,7.60416666667,57.9236111111,120.133946857,-4.83388988052
37,ASCC 3           ,00 31 09,+55 16 48,  25.2, 1700, 0.170, 7.900,   0.85,  -2.75,  877, -37.00,  1,,7.7875,55.28,120.02087417,-7.4770345003
38,NGC 133          ,00 31 19,+63 21 00,   7.0,  630, 0.600, 7.000,  -0.70,  -0.40,    8,       ,   ,,7.82916666667,63.35,120.677839397,0.56634934854
39,NGC 136          ,00 31 33,+61 30 30,   4.0, 5220, 0.700, 8.400,  -0.38,   1.21,  100,       ,   ,-0.05,7.8875,61.5083333333,120.561853986,-1.27185993424
40,King 14          ,00 32 03,+63 09 20,   8.0, 2960, 0.340, 7.900,  -2.25,   0.73,  227,       ,   ,,8.0125,63.1555555556,120.745210698,0.36615473083
41,King 15          ,00 32 54,+61 52 00,   3.0, 3162, 0.700, 8.400,   0.32,   0.49,   48,       ,   ,0.07,8.225,61.8666666667,120.748221172,-0.92645552272
42,NGC 146          ,00 32 58,+63 20 03,   5.5, 3470, 0.550, 7.110,  -2.77,   0.33,  110,       ,   ,,8.24166666667,63.3341666667,120.861216709,0.536708134649
43,Patchick 78      ,00 33 10,+65 07 00,   1.5, 1507, 0.600, 9.250,   5.78,  -1.68,   10,       ,   ,,8.29166666667,65.1166666667,121.01002767,2.31312283439
44,NGC 189          ,00 39 35,+61 05 42,   5.0,  752, 0.420, 7.000,  -0.36,  -3.02,   80,       ,   ,,9.89583333333,61.095,121.499247645,-1.74376675641
45,Stock 24         ,00 39 42,+61 57 00,   5.0, 2818, 0.500, 8.080,  -0.61,   0.52,  124,       ,   ,,9.925,61.95,121.552314146,-0.890300967682
46,FSR 0505         ,00 40 04,+61 35 52,   1.2,     ,      ,      ,  -2.03,  -0.19,   23,       ,   ,,10.0166666667,61.5977777778,121.579828964,-1.24411333615
47,FSR 0508         ,00 41 58,+64 58 52,   2.5, 5501, 1.199, 9.180,   1.72,  -0.47,    8,       ,   ,,10.4916666667,64.9811111111,121.930080806,2.12778888795
48,Dias 1           ,00 42 35,+64 04 05,   4.6, 1690, 1.080, 7.100,  -2.55,  -2.00,   51,       ,   ,,10.6458333333,64.0680555556,121.963869127,1.21295251899
49,NGC 225          ,00 43 39,+61 46 30,  12.0,  657, 0.274, 8.114,  -1.23,  -0.06,   89, -28.00,  1,,10.9125,61.775,122.011103886,-1.08282268565
50,Czernik 2        ,00 43 42,+60 09 00,   5.8, 1775, 0.740, 8.000,  -0.64,  -1.01,  136,       ,   ,,10.925,60.15,121.968137392,-2.70726653153
51,King 16          ,00 43 45,+64 11 08,  17.6, 1920, 0.890, 7.000,  -1.94,  -1.21,  494, -58.20,  1,,10.9375,64.1855555556,122.094887428,1.32630334325
52,Berkeley 4       ,00 45 01,+64 23 05,   6.2, 2460, 0.830, 7.100,  -3.21,  -1.30,  119,       ,   ,,11.2541666667,64.3847222222,122.237736174,1.52163000434
53,NGC 188          ,00 47 28,+85 15 18,  17.0, 1714, 0.036, 9.880,  -0.21,   0.17,  472, -42.35,472,0.12,11.8666666667,85.255,122.843110841,22.3839372584
54,Berkeley 61      ,00 48 30,+67 12 00,   3.0, 3798, 0.690, 8.250,  -7.26,   0.35,   41,       ,   ,,12.125,67.2,122.646495595,4.32988063491
55,Dolidze 13       ,00 49 42,+64 07 35,  16.0, 2400, 0.350, 8.962,  -2.86,  -0.71,  329,       ,   ,,12.425,64.1263888889,122.742280522,1.25528124681
56,FSR 0516         ,00 50 46,+65 58 06,   0.7,  810, 2.040, 8.830,  -1.80,  -0.45,    2,       ,   ,,12.6916666667,65.9683333333,122.863485708,3.09667494728
57,King 2           ,00 51 00,+58 11 00,   5.0, 5750, 0.310, 9.780,  -2.00,  -2.60,   48,-144.25,  7,-0.42,12.75,58.1833333333,122.874014437,-4.68836501173
58,FSR 0519         ,00 52 30,+64 39 05,   1.4, 1450, 0.700, 9.220,  -5.38,  -2.55,   27,       ,   ,,13.125,64.6513888889,123.045656381,1.77987584122
59,IC 1590          ,00 52 49,+56 37 42,   4.0, 2940, 0.320, 6.540,  -2.43,  -1.90,   77, -25.16,  3,,13.2041666667,56.6283333333,123.122657747,-6.24290364784
60,FSR 0521         ,00 53 00,+59 51 00,   6.3, 2534, 0.562, 9.210,  -3.20,  -2.28,  112,       ,   ,,13.25,59.85,123.128342906,-3.02115184245
61,ASCC 4           ,00 53 10,+61 34 48,  48.0,  750, 0.300, 8.340,  -1.15,  -0.63,    4,  -9.24,  4,,13.2916666667,61.58,123.137668113,-1.29105697801
62,Casado Alessi 1  ,00 53 27,+49 34 00,  48.0,  302, 0.090, 8.200,   6.74,  -7.79,   28,   6.00,  1,,13.3625,49.5666666667,123.267160842,-13.3037712232
63,FSR 0522         ,00 53 50,+65 47 36,   0.7, 1506, 0.874, 9.075,  -0.70,   1.18,   12,       ,   ,,13.4583333333,65.7933333333,123.17778955,2.92272928845
64,ASCC 5           ,00 57 58,+55 50 24,  15.6, 1500, 0.250, 7.030,  -0.20,  -1.83,  290, -43.00,  1,,14.4916666667,55.84,123.85524619,-7.02004260535
65,Majaess 19       ,00 58 29,+56 29 53,  14.0,     ,      ,      ,   0.48,  -2.29,  254, -54.00,  1,,14.6208333333,56.4980555556,123.910046847,-6.36031098012
66,Skiff J0058+68.4 ,00 58 29,+68 28 08,  21.8, 1600, 0.850, 9.100,  -1.56,  -4.81,  504,       ,   ,,14.6208333333,68.4688888889,123.581372189,5.60602602563
67,Majaess 20       ,00 58 37,+65 40 23,   2.0,     ,      ,      ,       ,       ,     ,       ,   ,,14.6541666667,65.6730555556,123.67202518,2.81162447516
68,Berkeley 62      ,01 01 00,+63 57 00,  10.0, 2320, 0.850, 7.200,  -2.07,  -1.37,  173,       ,   ,,15.25,63.95,123.981682601,1.09774415202
69,Czernik 3        ,01 03 06,+62 47 00,   2.4, 1410, 1.420, 8.000,  -1.55,   0.36,    4,       ,   ,,15.775,62.7833333333,124.264904172,-0.0582268413311
70,NGC 358          ,01 05 11,+62 01 18,   3.0,     ,      ,      ,  -4.56,   2.72,   28,       ,   ,,16.2958333333,62.0216666667,124.543454936,-0.807063610492
71,NGC 366          ,01 06 26,+62 13 48,   3.5, 1785, 1.256, 7.410,  -5.34,   4.10,   56,       ,   ,,16.6083333333,62.23,124.677721713,-0.59090663294
72,Pfleiderer 1     ,01 08 07,+65 38 50,   5.0, 7200, 0.940, 9.000,  -2.48,   3.83,   18,       ,   ,,17.0291666667,65.6472222222,124.652152476,2.8311979749
73,NGC 381          ,01 08 19,+61 35 00,   6.0, 1148, 0.400, 8.505,  -0.22,   0.11,  167, -29.76,  2,0.07,17.0791666667,61.5833333333,124.939043589,-1.22261849216
74,Stock 3          ,01 12 18,+62 20 00,   5.0, 1363, 0.708, 7.850,  -0.94,   1.82,   61,  -6.00,  1,,18.075,62.3333333333,125.351079404,-0.440382459814
75,Platais 2        ,01 13 50,+32 01 42, 336.0,  190, 0.050, 8.313,  13.85, -11.29,    7,   4.45, 14,,18.4583333333,32.0283333333,128.446442209,-30.6035018156
76,NGC 433          ,01 15 11,+60 07 36,   2.0, 2323, 0.860, 7.500,  -2.32,  -1.60,    6, -36.91,  1,,18.7958333333,60.1266666667,125.887815912,-2.60872943809
77,NGC 436          ,01 15 58,+58 48 42,   5.0, 2400, 0.400, 8.260,  -0.38,  -0.90,  155, -73.78,  2,-0.55,18.9916666667,58.8116666667,126.110456922,-3.90861832234
78,FSR 0534         ,01 17 26,+61 18 00,   6.0, 1800, 0.600, 8.700,  -3.01,  -0.11,   71,       ,   ,,19.3583333333,61.3,126.048626501,-1.41433818916
79,FSR 0537         ,01 18 50,+60 21 01,   8.1, 2075, 0.666, 9.000,  -1.93,  -1.37,  236,       ,   ,,19.7083333333,60.3502777778,126.316758016,-2.341300705
80,NGC 457          ,01 19 35,+58 17 12,  20.0, 2429, 0.472, 7.324,  -2.08,  -0.46,  647, -29.79,  2,,19.8958333333,58.2866666667,126.634830059,-4.38258068003
81,FSR 0536         ,01 19 44,+63 04 07,   7.2, 3001, 1.199, 8.397,   2.73,   6.48,   24,       ,   ,,19.9333333333,63.0686111111,126.129432316,0.372664911348
82,FSR 0538         ,01 22 08,+63 41 35,   0.8, 2146, 1.062, 8.860,  -0.95,   2.77,    3,       ,   ,,20.5333333333,63.6930555556,126.325189265,1.0237245116
83,FSR 0542         ,01 25 53,+62 59 43,   8.0, 1934, 0.833, 8.350,  -1.38,  -0.08,   93,       ,   ,0.07,21.4708333333,62.9952777778,126.830422036,0.384553062363
84,SAI 14           ,01 26 00,+62 37 33,   4.0, 6460, 0.550, 9.100,  -1.18,  -0.50,   32,       ,   ,,21.5,62.6258333333,126.892945442,0.0201937740189
85,NGC 559          ,01 29 32,+63 18 14,   9.1, 2430, 0.820, 8.350,  -4.58,   1.41,  309, -58.40, 15,-0.25,22.3833333333,63.3038888889,127.195216717,0.747915544737
86,FSR 0547         ,01 29 52,+60 42 59,   2.7, 2800, 0.300, 8.900,   0.85,  -0.39,    2,       ,   ,,22.4666666667,60.7163888889,127.616669928,-1.80533816488
87,NGC 581          ,01 33 23,+60 39 00,   5.0, 2194, 0.382, 7.336,  -1.60,   0.66,    1, -44.20,  2,,23.3458333333,60.65,128.052443618,-1.80405173149
88,Czernik 4        ,01 35 36,+61 28 35,   2.6, 1630, 1.060, 8.000,   0.13,  -3.90,    2, -11.40,  1,,23.9,61.4763888889,128.179484784,-0.944593281773
89,Trumpler 1       ,01 35 42,+61 17 00,   3.0, 2469, 0.680, 7.300,  -3.31,  -1.02,   87, -65.00,  1,,23.925,61.2833333333,128.224237252,-1.13277331115
90,NGC 609          ,01 36 23,+64 32 18,   3.0, 3981, 0.350, 9.232,   0.82,   0.10,   70,       ,   ,,24.0958333333,64.5383333333,127.740438809,2.08702069375
91,FSR 0546         ,01 37 12,+65 51 29,   3.9, 2501, 1.099, 9.000,   2.32,   0.36,   13,       ,   ,,24.3,65.8580555556,127.593394936,3.40133624204
92,FSR 0549         ,01 39 39,+65 55 11,   1.2, 6001, 0.450, 9.300,  -3.17,   0.23,   15,       ,   ,,24.9125,65.9197222222,127.82868207,3.50739569711
93,FSR 0551         ,01 39 46,+64 53 41,   1.2, 3500, 1.499, 6.680,   1.79,  -1.34,   17,       ,   ,,24.9416666667,64.8947222222,128.031872131,2.50260686336
94,FSR 0553         ,01 41 02,+64 30 48,   3.4, 7500, 0.999, 8.600,  -1.50,   0.34,   55,       ,   ,,25.2583333333,64.5133333333,128.23694061,2.15363455187
95,NGC 637          ,01 43 04,+64 02 24,   3.0, 2500, 0.640, 7.000,  -1.28,   0.38,   77, -45.58,  2,,25.7666666667,64.04,128.54583747,1.73243302043
96,NGC 657          ,01 43 21,+55 50 11,   6.0, 1372, 0.340, 9.200,   1.14,  -3.95,   59,       ,   ,,25.8375,55.8363888889,130.221211518,-6.29892191853
97,NGC 654          ,01 44 00,+61 53 06,   5.0, 2410, 0.820, 7.000,  -1.34,  -0.72,    3, -34.20,  1,,26.0,61.885,129.082081574,-0.357489030085
98,NGC 659          ,01 44 24,+60 40 24,   5.0, 1938, 0.652, 7.548,  -2.67,   1.07,    1,       ,   ,,26.1,60.6733333333,129.375289056,-1.53413689391
99,Majaess 26       ,01 45 40,+64 16 08,   4.0,     ,      ,      ,   1.19,  -0.14,   54,       ,   ,,26.4166666667,64.2688888889,128.776723708,2.01427080454
100,Collinder 463    ,01 45 45,+71 48 36,  57.0,  702, 0.259, 8.373,  -0.91,  -0.90,   40,  -7.20,  1,,26.4375,71.81,127.191941361,9.38890352296
101,NGC 663          ,01 46 09,+61 14 06,  14.0, 2420, 0.800, 7.400,  -1.49,  -2.30,    3, -33.09,  1,,26.5375,61.235,129.466735253,-0.940651361604
102,ASCC 6           ,01 47 13,+57 43 48,  36.0, 1200, 0.300, 8.170,  -0.52,  -0.68,   17, -20.00,  2,,26.8041666667,57.73,130.345682514,-4.33662293807
103,Berkeley 5       ,01 47 48,+62 56 00,   2.0, 6200, 1.300, 8.900,   0.11,  -2.78,    5,       ,   ,,26.95,62.9333333333,129.29267474,0.759732515466
104,S1               ,01 50 51,+61 05 28,   4.6, 2200, 0.770, 7.400,  -3.15,  -0.79,   85,       ,   ,,27.7125,61.0911111111,130.051290841,-0.956729129417
105,Berkeley 6       ,01 51 11,+61 03 40,   8.4, 2520, 0.900, 7.500,  -2.89,   0.24,  169,       ,   ,,27.7958333333,61.0611111111,130.09739618,-0.976711881613
106,IC 166           ,01 52 30,+61 50 00,   7.0, 4800, 0.800, 9.000,  -1.26,  -0.04,  249, -36.70,  4,-0.178,28.125,61.8333333333,130.071379205,-0.189057624978
107,Stock 4          ,01 52 48,+57 04 00,  12.0, 1200, 0.100, 8.700,   0.55,  -2.23,  293,       ,   ,,28.2,57.0666666667,131.230858556,-4.81306634849
108,ESO 245 09       ,01 53 43,-45 57 12,  14.0, 1380, 0.312, 9.055,   8.45,   0.57,   27,       ,   ,,28.4291666667,-45.9533333333,273.762063794,-67.4884777017
109,Berkeley 7       ,01 54 12,+62 22 00,   4.0, 2570, 0.800, 6.600,  -2.76,   0.97,   66,       ,   ,,28.55,62.3666666667,130.137886043,0.376245120777
110,Czernik 5        ,01 55 43,+61 21 21,   1.8, 2750, 1.200, 8.450,  -2.35,   0.06,   26,       ,   ,,28.9291666667,61.3558333333,130.557486837,-0.560605934633
111,NGC 752          ,01 57 41,+37 47 06,  75.0,  457, 0.034, 9.160,   7.50, -11.50,   50,   5.54, 54,0.01,29.4208333333,37.785,137.125094677,-23.2541639587
112,NGC 744          ,01 58 33,+55 28 24,   5.0, 1207, 0.384, 8.248,  -1.34,   1.15,    1,       ,   ,,29.6375,55.4733333333,132.403721084,-6.15937608672
113,NGC 743          ,01 58 37,+60 09 18,   8.0, 1618, 0.950, 8.700,  -1.04,  -2.16,  132,  -6.50,  2,,29.6541666667,60.155,131.202761955,-1.63353962265
114,ASCC 7           ,01 58 55,+58 58 12,  30.0, 2000, 0.500, 7.360,   0.24,  -0.98, 1296, -49.00,  1,,29.7291666667,58.97,131.545350348,-2.768651195
115,Berkeley 8       ,02 01 06,+75 29 00,   5.0, 3150, 0.750, 9.500,   0.99,  -3.08,   36,       ,   ,,30.275,75.4833333333,127.351682626,13.2127192776
116,Czernik 6        ,02 02 00,+62 50 00,   8.0, 2700, 0.260, 7.000,  -1.15,   0.15,  158, -22.00,  1,,30.5,62.8333333333,130.886471266,1.05645446442
117,Czernik 7        ,02 03 01,+62 14 48,  10.0, 3300, 0.700, 8.340,  -1.22,   0.21,  160,       ,   ,,30.7541666667,62.2466666667,131.158640938,0.523677495587
118,Stock 5          ,02 04 30,+64 26 00,  24.0, 1100, 0.400, 7.730,  -0.13,  -1.53,  741, -19.85,  2,,31.125,64.4333333333,130.714106344,2.67116891983
119,SAI 16           ,02 05 30,+62 15 54,   5.0, 7700, 0.700, 9.150,  -1.87,  -0.91,   64,       ,   ,,31.375,62.265,131.431170943,0.621651237599
120,Riddle 4         ,02 07 23,+60 15 25,   4.4, 2800, 1.100, 7.600,   9.08,  -6.01,   29,       ,   ,,31.8458333333,60.2569444444,132.2226454,-1.23768235686
121,Stock 2          ,02 14 43,+59 29 06,  60.0,  303, 0.380, 8.230,  17.29, -13.10,   54, -41.14,  2,-0.14,33.6791666667,59.485,133.333871009,-1.6943562387
122,NGC 869          ,02 19 00,+57 07 42,  18.0, 2079, 0.575, 7.069,  -0.92,  -1.66,    4, -42.84,  9,-0.3,34.75,57.1283333333,134.632161194,-3.74091212105
123,Basel 10         ,02 19 28,+58 18 00,   2.0, 1944, 0.774, 7.608,   1.47,   0.35,   13, -32.10,  1,,34.8666666667,58.3,134.300029112,-2.61542737418
124,Berkeley 63      ,02 19 36,+63 43 00,  16.0, 5700, 0.960, 7.480,  -0.06,   2.83,  325,       ,   ,,34.9,63.7166666667,132.50630335,2.49585643495
125,FSR 0578         ,02 20 10,+61 06 31,   1.4, 2668, 1.457, 8.985,   2.22,  -2.11,    2,       ,   ,,35.0416666667,61.1086111111,133.442390203,0.0605826293177
126,SAI 17           ,02 20 48,+59 11 06,   2.0, 3800, 0.980, 8.900,   0.03,  -0.32,    4,       ,   ,,35.2,59.185,134.165342665,-1.72378776966
127,ASCC 8           ,02 20 49,+59 36 36,  36.0, 2200, 0.550, 6.760,   0.56,  -0.43, 1411, -17.40,  3,,35.2041666667,59.61,134.023449505,-1.32315059737
128,Berkeley 64      ,02 21 06,+65 54 00,   2.0, 3981, 1.050, 9.000,  -2.20,   2.38,    4,       ,   ,-0.61,35.275,65.9,131.918856835,4.60503794811
129,NGC 884          ,02 22 23,+57 07 33,  18.2, 2940, 0.560, 7.100,  -2.29,  -0.63,  777, -42.64,  5,-0.3,35.5958333333,57.1258333333,135.065872889,-3.58781620088
130,Stock 6          ,02 23 42,+63 52 00,  14.0, 1700, 0.400, 8.480,   0.57,   3.05,  308,       ,   ,,35.925,63.8666666667,132.880872034,2.79150459932
131,FSR 0584         ,02 27 11,+61 37 40,   2.0, 2009, 1.041, 9.100,   1.19,   0.55,    2,       ,   ,,36.7958333333,61.6277777778,134.049251725,0.840151007332
132,FSR 0591         ,02 27 44,+58 45 32,   4.0, 2200, 1.249, 8.950,   0.57,   0.35,   52,       ,   ,,36.9333333333,58.7588888889,135.151941061,-1.80929513932
133,Majaess 29       ,02 28 07,+72 37 35,  11.0,     ,      ,      ,  -0.97,   2.94,   59,       ,   ,,37.0291666667,72.6263888889,130.089308793,11.1119109201
134,Tombaugh 4       ,02 28 54,+61 47 00,   7.0, 3850, 1.250, 8.700,   2.05,  -5.23,  101,       ,   ,,37.225,61.7833333333,134.182076032,1.05910736959
135,Teutsch 55       ,02 29 00,+62 05 39,   8.0, 6020, 0.820, 6.700,  -1.25,   0.47,   84,       ,   ,,37.25,62.0941666667,134.078781654,1.35251950882
136,Markarian 6      ,02 29 40,+60 42 24,   6.0,  698, 0.606, 7.214,  -3.33,   0.24,    2,  -7.18,  3,,37.4166666667,60.7066666667,134.664622098,0.0922111502237
137,FSR 0596         ,02 29 52,+58 06 37,   3.7, 1417, 0.521, 9.150,  -1.49,   2.97,    6,       ,   ,,37.4666666667,58.1102777778,135.6500342,-2.31015243208
138,NGC 956          ,02 32 15,+44 38 48,   9.0, 2613, 0.354, 9.100,  -0.86,  -0.14,   64,       ,   ,,38.0625,44.6466666667,141.178051989,-14.6239818608
139,IC 1805          ,02 32 42,+61 27 00,  20.0, 2344, 0.870, 6.480,  -2.10,  -1.57,   15, -45.00,  6,,38.175,61.45,134.725632774,0.91883011827
140,Czernik 8        ,02 33 00,+58 44 00,   2.0, 1409, 0.803, 7.904,   4.92,   0.70,   10,       ,   ,,38.25,58.7333333333,135.795693311,-1.57854116008
141,NGC 957          ,02 33 21,+57 33 36,  10.0, 2200, 0.710, 7.000,  -1.33,  -0.14,  175, -34.34,  2,,38.3375,57.56,136.287492398,-2.64498943717
142,Czernik 9        ,02 33 32,+59 53 12,   3.2, 1660, 1.050, 8.800,  -1.40,   0.28,   36,       ,   ,,38.3833333333,59.8866666667,135.417214198,-0.486931410511
143,Czernik 10       ,02 33 54,+60 10 00,   2.2, 1575, 1.710, 8.300,  -4.33,  -2.86,   11,       ,   ,,38.475,60.1666666667,135.351938156,-0.21082188365
144,SAI 21           ,02 34 45,+62 34 22,   3.0, 1860, 0.580, 8.500,  -2.95,  -1.76,   24,       ,   ,,38.6875,62.5727777778,134.516130143,2.0478096116
145,King 4           ,02 35 42,+59 00 00,   5.0, 3172, 0.863, 7.605,   0.52,   2.44,   67,       ,   ,,38.925,59.0,136.014584263,-1.19772435312
146,Czernik 11       ,02 36 35,+59 38 00,   3.0, 1210, 1.000, 8.540,  -0.08,  -0.53,   36,       ,   ,,39.1458333333,59.6333333333,135.86952832,-0.571008450431
147,Trumpler 2       ,02 36 53,+55 54 54,  17.0,  725, 0.400, 7.950,   0.11,  -3.49,  346,   2.40,   ,,39.2208333333,55.915,137.376520264,-3.97112725076
148,FSR 0611         ,02 37 38,+56 24 54,   5.5, 1000, 0.500, 8.750,  -0.91,  -2.28,   59,       ,   ,,39.4083333333,56.415,137.27344615,-3.4708078666
149,Berkeley 65      ,02 39 00,+60 25 00,   5.0, 2274, 1.121, 6.995,  -1.47,  -2.65,   44,       ,   ,,39.75,60.4166666667,135.834364127,0.267726438218
150,Czernik 12       ,02 39 12,+54 55 00,   6.0, 2000, 0.260, 9.100,  -0.75,  -1.66,   73,       ,   ,,39.8,54.9166666667,138.079506169,-4.75432587318
151,NGC 1039         ,02 42 05,+42 45 42,  35.0,  499, 0.070, 8.249,  -0.28,  -6.91,  106, -16.80,  1,0.07,40.5208333333,42.7616666667,143.65797742,-15.6133419455
152,FSR 0614         ,02 42 34,+56 44 00,   2.8, 2434, 0.833, 8.800,   0.19,  -2.81,   10,       ,   ,,40.6416666667,56.7333333333,137.765240825,-2.90355721813
