rowID,Cluster,RAJ2000,DEJ2000,Diam,Dist,E(B-V),Age,pmRA,pmDE,Nc,RV,o_RV,[Fe/H],raDeg,decDeg,l,b
978,Ruprecht 159     ,09 20 18,-60 24 00,   2.0, 6347, 0.271, 9.200,  -3.56,   9.43,   93,       ,   ,,140.075,-60.4,279.55635191,-7.50412436371
979,Teutsch 48       ,09 20 31,-52 50 24,   5.0, 7900, 1.060, 8.700,  -0.74,   6.32,  111,       ,   ,,140.129166667,-52.84,274.178684016,-2.16913595049
980,BH 63            ,09 20 39,-49 13 23,   2.5, 2300, 1.900, 8.840,  -5.56,   4.19,   15,       ,   ,,140.1625,-49.2230555556,271.63131968,0.399189587839
981,Ruprecht 74      ,09 21 03,-37 07 00,   2.0, 3074, 0.812, 8.900,  -5.43,   3.25,   22,       ,   ,,140.2625,-37.1166666667,263.043837346,8.96991265749
982,Ruprecht 75      ,09 21 55,-56 19 00,   2.0, 4300, 0.240, 9.150,  -9.65,   5.46,   34,       ,   ,,140.479166667,-56.3166666667,276.787421517,-4.48140623454
983,NGC 2866         ,09 22 07,-51 06 00,   2.0, 2600, 0.660, 8.300,  -8.28,   5.20,   10,       ,   ,,140.529166667,-51.1,273.123180034,-0.76379015937
984,Majaess 114      ,09 22 20,-48 03 59,   4.0,     ,      ,      ,  12.94,   6.41,    3,       ,   ,,140.583333333,-48.0663888889,271.011485262,1.41461625062
985,FSR 1471         ,09 24 04,-47 20 56,  11.0, 2700, 1.220, 9.000,   1.15,   7.45,    9,       ,   ,,141.016666667,-47.3488888889,270.715095866,2.13020526376
986,Ruprecht 76      ,09 24 13,-51 40 00,   5.0, 1262, 0.376, 7.734,  -1.59,   5.32,  105,       ,   ,,141.054166667,-51.6666666667,273.754405828,-0.937301832799
987,ESO 261 07       ,09 24 21,-44 42 18,  33.0, 3360, 1.145, 9.000,  -2.84,   2.23,  628,       ,   ,,141.0875,-44.705,268.895343563,4.05140465281
988,BH 66            ,09 25 18,-54 43 00,   4.0, 7000, 0.400, 8.900,  -0.82,  -0.10,  102,       ,   ,,141.325,-54.7166666667,276.002680911,-3.00625945682
989,Miller 1         ,09 25 42,-53 14 00,   1.0, 3910, 0.380, 9.300,   1.19,  -1.89,   27,       ,   ,,141.425,-53.2333333333,275.010025722,-1.90162906041
990,BH 67            ,09 26 45,-51 16 00,   4.0, 7500, 0.950, 9.110,  -6.38,   3.86,   64,       ,   ,,141.6875,-51.2666666667,273.758957196,-0.375481155395
991,Ruprecht 77      ,09 27 04,-55 07 00,   5.0, 4129, 0.622, 7.501,   1.12,  -0.89,  142,       ,   ,,141.766666667,-55.1166666667,276.463969732,-3.11698551453
992,IC 2488          ,09 27 38,-57 00 00,  18.0, 1134, 0.231, 8.113,  -3.11,   4.55,  799,  -1.84,  3,0.1,141.908333333,-57.0,277.82980878,-4.41922164279
993,ASCC 52          ,09 27 58,-54 15 36,  32.4, 1500, 0.040, 8.750,  -1.35,   0.12, 2397,  14.10,  1,,141.991666667,-54.26,275.964196019,-2.40874845142
994,Teutsch 103      ,09 28 36,-46 36 00,   3.0, 2790, 0.620, 8.750,  -4.74,   2.19,   37,       ,   ,,142.15,-46.6,270.750525761,3.20609019304
995,Ruprecht 78      ,09 29 10,-53 42 00,   3.0, 1641, 0.350, 7.987,  -2.14,  -1.32,   78,       ,   ,,142.291666667,-53.7,275.705768025,-1.88146159433
996,Pismis 14        ,09 29 51,-52 47 00,   1.5, 1314, 0.560, 7.350,  -3.69,   4.79,   25,       ,   ,,142.4625,-52.7833333333,275.150304443,-1.14497825616
997,NGC 2910         ,09 30 30,-52 55 06,   4.0, 2607, 0.336, 8.203,  -3.56,   3.11,  112,       ,   ,,142.625,-52.9183333333,275.314308994,-1.17609888725
998,Basel 20         ,09 31 08,-56 25 00,  10.0, 2024, 0.406, 7.419,  -2.94,   2.95,  154,       ,   ,,142.783333333,-56.4166666667,277.776283974,-3.66550730934
999,BH 72            ,09 31 24,-53 03 00,   2.0, 3190, 0.480, 9.100,  -2.75,   9.98,   55,       ,   ,,142.85,-53.05,275.503218762,-1.17971888677
1000,BH 73            ,09 31 56,-50 13 00,   1.5, 5557, 0.670, 9.100,  -3.04,   3.71,   27,       ,   ,,142.983333333,-50.2166666667,273.63350738,0.950824439557
1001,NGC 2925         ,09 33 11,-53 23 54,  10.0,  774, 0.080, 7.850,  -8.94,   5.30,   32,  12.20,  3,,143.295833333,-53.3983333333,275.935864411,-1.25374443901
1002,Teutsch 66       ,09 33 30,-52 22 51,   3.6, 5510, 1.150, 8.300,  -7.22,   3.63,   57,       ,   ,,143.375,-52.3808333333,275.282010063,-0.472613492098
1003,Turner 5         ,09 33 51,-36 36 54, 180.0,  400, 0.100, 8.490,   0.00,  -3.73,   42,  26.20,  1,-0.21,143.4625,-36.615,264.53679158,11.1250121802
1004,Pismis 15        ,09 34 45,-48 02 00,   3.6, 2900, 0.530, 9.110,  -4.67,   4.90,   82,       ,   ,-0.38,143.6875,-48.0333333333,272.492811103,2.86903802978
1005,BH 75            ,09 34 48,-54 42 00,   3.0, 2500, 0.540, 8.250,  -1.37,   1.83,   48,       ,   ,,143.7,-54.7,276.990693866,-2.05305786502
1006,ESO 315 14       ,09 35 25,-39 32 00,   3.0, 1789, 0.620, 7.850,   1.05,  -3.47,   16,       ,   ,,143.854166667,-39.5333333333,266.794772054,9.2086145877
1007,FSR 1500         ,09 37 53,-53 57 44,   2.7, 1380, 0.562, 8.580,  -0.28,   3.43,   46,       ,   ,,144.470833333,-53.9622222222,276.830390534,-1.20414969495
1008,ASCC 53          ,09 37 55,-59 33 00,  37.2, 2500, 0.150, 8.120,  -2.48,   3.10, 3049,       ,   ,,144.479166667,-59.55,280.565662969,-5.3662444809
1009,SAI 108          ,09 38 53,-52 57 28,   6.0, 2910, 0.660, 8.500,  -0.18,   0.14,  132,       ,   ,,144.720833333,-52.9577777778,276.274462528,-0.354404463345
1010,NGC 2972         ,09 40 12,-50 19 24,   3.0, 2062, 0.343, 7.968,  -3.64,   5.31,   81,  20.89,  3,-0.073,145.05,-50.3233333333,274.685583526,1.75701973321
1011,Hogg 1           ,09 40 33,-50 35 00,   6.0, 1594, 0.583, 8.635,  -6.13,   3.57,  122,       ,   ,,145.1375,-50.5833333333,274.898967302,1.59824254385
1012,Ruprecht 79      ,09 40 59,-53 51 00,   5.0, 1979, 0.717, 7.093,  -3.66,  -0.68,  187,  21.40,   ,,145.245833333,-53.85,277.098590078,-0.817975682262
1013,NGC 2982         ,09 42 01,-44 01 12,   5.0, 2624, 0.400, 8.300,  -9.11,   5.57,   71,       ,   ,,145.504166667,-44.02,270.751702012,6.70124682808
1014,Ruprecht 80      ,09 42 03,-44 01 00,  12.0, 2500, 0.300, 8.330,  -8.79,   4.61,  292,  45.75,  1,-0.373,145.5125,-44.0166666667,270.754027622,6.70770346578
1015,FSR 1496         ,09 43 02,-52 07 28,   1.5, 2290, 0.625, 9.350,  -4.21,   3.65,   34,       ,   ,,145.758333333,-52.1244444444,276.202072139,0.688339292835
1016,FSR 1496         ,09 43 02,-52 07 28,   1.5, 2290, 0.625, 9.350,  -4.21,   3.65,   34,       ,   ,,145.758333333,-52.1244444444,276.202072139,0.688339292835
1017,SAI 109          ,09 43 34,-50 47 33,   5.0, 7690, 0.230, 9.200,  -6.79,   3.33,   92,       ,   ,,145.891666667,-50.7925,275.397256577,1.75302733832
1018,BH 78            ,09 43 42,-56 33 00,   1.5, 4602, 1.000, 8.600,   0.13,   1.30,   21,       ,   ,,145.925,-56.55,279.15882029,-2.60672575586
1019,ASCC 54          ,09 44 46,-54 26 24,  26.4, 1200, 0.050, 8.840,  -7.73,   1.08,   21,       ,   ,,146.191666667,-54.44,277.90345884,-0.903621895356
1020,Ruprecht 81      ,09 45 12,-44 06 00,   5.0, 3009, 0.645, 8.980,  -8.12,   4.37,   63,       ,   ,,146.3,-44.1,271.239678303,7.01547115827
1021,Ruprecht 82      ,09 45 46,-54 00 00,   5.0, 2455, 0.290, 8.500,  -4.97,   0.39,  124,       ,   ,,146.441666667,-54.0,277.730736865,-0.473347445965
1022,FSR 1509         ,09 48 01,-55 04 01,   2.0, 2080, 1.170, 8.750,  -9.71,   2.42,  105,       ,   ,,147.004166667,-55.0669444444,278.665822103,-1.0821627148
1023,NGC 3033         ,09 48 37,-56 25 18,   4.0,  922, 0.327, 7.845,  -1.61,   0.51,  107,  27.15,  1,,147.154166667,-56.4216666667,279.595612961,-2.07138655634
1024,Ruprecht 84      ,09 49 08,-65 15 00,   4.0, 1800, 0.100, 8.560,  -6.48,   2.32,   80,       ,   ,,147.283333333,-65.25,285.319589868,-8.81773334711
1025,Ruprecht 83      ,09 49 15,-54 36 00,   3.0, 2459, 0.453, 8.450,  -5.10,  -1.40,   87,       ,   ,,147.3125,-54.6,278.505229997,-0.609099729863
1026,NGC 3036         ,09 49 16,-62 40 18,   4.0, 1200, 0.400, 8.610,  -4.47,   2.09,   76,  11.78,  1,-0.714,147.316666667,-62.6716666667,283.661448594,-6.83031672472
1027,Pismis 16        ,09 51 16,-53 10 00,   2.0, 1824, 0.557, 7.839,  -6.55,   1.70,    6,  21.00,  2,,147.816666667,-53.1666666667,277.828707736,0.688999623739
1028,Hogg 2           ,09 51 32,-56 19 00,   6.0, 1819, 0.625, 8.200,  -2.76,   0.40,  131,       ,   ,,147.883333333,-56.3166666667,279.841745239,-1.7343451544
1029,ASCC 55          ,09 54 18,-57 04 48,  27.6, 1100, 0.190, 8.450,  -3.21,   1.03, 1424,       ,   ,,148.575,-57.08,280.61597123,-2.09228327247
1030,Collinder 213    ,09 54 43,-50 55 00,  17.0, 1400, 0.070, 8.840,  -3.66,   2.48,  763,       ,   ,,148.679166667,-50.9166666667,276.835138472,2.77647633773
1031,ESO 435 09       ,09 55 33,-28 59 12,  14.0, 2255, 0.729, 8.425,  -5.16,   1.41,  101,       ,   ,,148.8875,-28.9866666667,262.718828158,19.8341713924
1032,Ruprecht 160     ,09 56 22,-47 02 00,   2.0, 2187, 0.625, 8.620,  -0.86,   3.30,   38,       ,   ,,149.091666667,-47.0333333333,274.633812658,5.99163103334
1033,ESO 435 17       ,09 58 45,-30 54 36,   4.0, 3603, 0.052, 9.285,  -5.11,   1.10,   21,       ,   ,,149.6875,-30.91,264.602084336,18.8234013267
1034,FSR 1518         ,09 59 29,-54 31 04,   2.7, 1819, 0.625, 7.600,  -4.09,   2.38,   78,       ,   ,,149.870833333,-54.5177777778,279.61663519,0.376837672276
1035,NGC 3105         ,10 00 39,-54 47 18,   2.0, 8530, 0.950, 7.300,  -4.64,  -2.02,   51,       ,   ,,150.1625,-54.7883333333,279.914705248,0.263572291159
1036,BH 84            ,10 01 19,-58 13 00,   4.0, 3370, 0.630, 8.750,  -6.30,   4.08,   71,       ,   ,,150.329166667,-58.2166666667,282.055017028,-2.41661971651
1037,Ruprecht 85      ,10 01 26,-55 07 00,   3.0, 1400, 0.210, 8.700,  -6.75,  -0.84,   91,       ,   ,,150.358333333,-55.1166666667,280.202258728,0.0692447978313
1038,Ruprecht 86      ,10 01 36,-59 28 00,  12.0, 7173, 0.999, 8.800,  -0.90,   4.19,  517,       ,   ,,150.4,-59.4666666667,282.837782863,-3.39268766855
1039,BH 85            ,10 01 52,-49 34 00,   3.0, 1501, 0.230, 8.850,  -4.20,   7.57,   56,       ,   ,,150.466666667,-49.5666666667,276.914409487,4.5436086508
1040,NGC 3114         ,10 02 36,-60 07 12,  35.0,  911, 0.069, 8.093,  -2.22,   2.47, 4053,  -1.72,  7,0.02,150.65,-60.12,283.331706442,-3.8395373035
1041,Loden 28         ,10 03 12,-58 09 00,  20.0, 3950, 0.620, 7.300,  -5.75,   2.76, 1013,       ,   ,,150.8,-58.15,282.213877102,-2.21447037647
1042,ESO 092 05       ,10 03 14,-64 45 12,   5.0, 5168, 0.104, 9.300,  -6.56,   3.79,   80,       ,   ,,150.808333333,-64.7533333333,286.185036719,-7.50204362058
1043,ESO 435 33       ,10 03 54,-32 03 12,   3.0, 2860, 1.040, 8.150,  -5.17,  -0.50,   16,       ,   ,,150.975,-32.0533333333,266.264384507,18.6378980156
1044,BH 87            ,10 04 18,-55 26 00,   3.0, 1203, 0.380, 8.400,  -7.74,   0.30,   45,       ,   ,,151.075,-55.4333333333,280.718814326,0.059029062242
1045,Schuster 1       ,10 04 39,-55 51 29,   1.3, 5212, 2.520, 8.350,  -9.38,  -0.31,    9,       ,   ,,151.1625,-55.8580555556,281.010247646,-0.253851184623
1046,Trumpler 11      ,10 04 54,-61 36 00,   5.0, 3100, 0.210,      ,  -3.03,   0.09,  149,       ,   ,,151.225,-61.6,284.442246035,-4.86060535051
1047,Loden 1          ,10 05 03,-55 48 00,  21.0,  360, 0.100, 9.290,  -8.30,   1.04,  559,       ,   ,,151.2625,-55.8,281.021201486,-0.17381914295
1048,Hogg 5           ,10 06 21,-60 23 00,   3.0, 2622, 0.560, 8.200,  -4.60,   2.03,   96,       ,   ,,151.5875,-60.3833333333,283.863527125,-3.77517443991
1049,Trumpler 12      ,10 06 29,-60 18 00,   4.0, 1300, 0.050, 8.810,  -3.82,   1.75,  161,       ,   ,,151.620833333,-60.3,283.827781017,-3.69807614953
1050,BH 88            ,10 06 30,-51 34 00,   4.0, 1770, 0.600, 8.100,  -4.82,   3.94,   85,       ,   ,,151.625,-51.5666666667,278.699677272,3.37350611026
1051,Hogg 6           ,10 06 37,-60 30 00,   3.0, 1600, 0.050, 8.610,  -3.04,   0.74,  101,       ,   ,,151.654166667,-60.5,283.958937548,-3.85020632735
1052,FSR 1535         ,10 07 55,-59 11 49,   2.2, 1602, 0.396, 8.865,  -7.45,   6.66,   90,       ,   ,,151.979166667,-59.1969444444,283.327502105,-2.69816712414
1053,ASCC 56          ,10 08 13,-64 22 12,  42.0,  800, 0.110, 8.080,  -7.29,   4.15, 4022,       ,   ,,152.054166667,-64.37,286.389790493,-6.8759271471
1054,Ruprecht 161     ,10 08 46,-61 15 00,  32.0,  940, 0.090, 8.390,  -3.54,   1.62, 3558,   9.40,  1,,152.191666667,-61.25,284.611296393,-4.30574063125
1055,ESO 435 48       ,10 09 35,-28 21 30,   4.0, 1819, 0.625, 8.700,  -8.10,   2.93,   19,       ,   ,,152.395833333,-28.3583333333,264.819922199,22.2888120446
1056,ASCC 57          ,10 10 48,-66 40 48,  45.6, 1500, 0.130, 8.700,  -7.85,   3.71, 3620,   2.46,  6,-0.296,152.7,-66.68,287.968542752,-8.59652121968
1057,Loden 27         ,10 11 06,-56 36 00,   3.5, 2628, 0.937, 6.600,  -2.30, -12.25,   15,       ,   ,,152.775,-56.6,282.170983694,-0.334629584238
1058,BH 90            ,10 12 10,-58 04 00,   4.0, 2572, 0.526, 7.943,  -0.22,   2.86,  102,       ,   ,,153.041666667,-58.0666666667,283.127518761,-1.45583955116
1059,ESO 436 02       ,10 14 03,-29 11 24,   5.0, 2150, 0.830, 8.250, -20.48,  -1.44,   14,       ,   ,,153.5125,-29.19,266.206696465,22.2381509705
1060,ESO 092 18       ,10 14 58,-64 36 42,   5.0,10607, 0.500, 9.024,  -5.41,   3.93,  143,       ,   ,,153.741666667,-64.6116666667,287.128272762,-6.6552186621
1061,ASCC 58          ,10 15 07,-54 58 12,  48.0,  600, 0.090, 7.040, -12.89,   3.15,   24,   8.00,  1,,153.779166667,-54.97,281.711594701,1.32806320639
1062,Ruprecht 87      ,10 15 32,-50 43 00,   4.0, 5254, 0.458, 8.985,  -5.91,   1.23,  129,       ,   ,,153.883333333,-50.7166666667,279.37226126,4.88336103115
1063,BH 91            ,10 17 18,-58 42 00,   5.0,  740, 0.080, 8.210,  -3.28,   2.13,  172,       ,   ,,154.325,-58.7,284.040291504,-1.60113317899
1064,Ruprecht 88      ,10 18 55,-63 08 00,   5.0, 1876, 0.416, 8.980,  -5.74,   2.06,  107,       ,   ,,154.729166667,-63.1333333333,286.660777431,-5.18613113451
1065,BH 92            ,10 19 07,-56 25 00,   2.0, 1249, 0.200,      ,  -3.16,   5.28,    5,       ,   ,,154.779166667,-56.4166666667,282.98355287,0.437601331467
1066,ASCC 59          ,10 20 13,-57 39 00,  42.0,  550, 0.050, 8.600,  -4.99,   3.65,   30,       ,   ,,155.054166667,-57.65,283.78373095,-0.512781030613
1067,NGC 3228         ,10 21 22,-51 43 42,   5.0,  544, 0.028, 7.932, -15.64,  -0.05,    4, -22.39,  1,0.03,155.341666667,-51.7283333333,280.69706181,4.54528715182
1068,Teutsch 44       ,10 21 24,-54 27 02,   4.0, 7410, 0.640, 8.840,  -3.15,  -0.58,  107,       ,   ,,155.35,-54.4505555556,282.182020941,2.26198208706
1069,ESO 062 08       ,10 21 39,-69 20 06,   5.0, 1983, 0.042, 9.440,  -6.77,   2.39,   70,       ,   ,,155.4125,-69.335,290.3386479,-10.2121039051
1070,SAI 113          ,10 22 44,-59 30 20,   2.0, 2025, 0.833, 8.960,  -5.74,   1.85,   78,       ,   ,,155.683333333,-59.5055555556,285.06506645,-1.89465471178
1071,Loden 46         ,10 23 00,-54 48 00,  38.0,  540, 0.140, 9.030,  -5.60,  -0.70, 3839,       ,   ,,155.75,-54.8,282.56586583,2.09283708945
1072,Trumpler 13      ,10 23 48,-60 08 00,   5.0, 2400, 0.300, 8.500,  -5.62,   0.88,  235, -10.80,  1,,155.95,-60.1333333333,285.515316578,-2.35250796357
1073,Westerlund 2     ,10 24 02,-57 46 00,   2.0, 2850, 1.650, 6.300,  -6.77,   4.84,   51,       ,   ,,156.008333333,-57.7666666667,284.275839427,-0.335897982848
1074,Collinder 220    ,10 25 52,-57 55 36,   9.5, 1547, 0.221, 8.083,  -3.57,   1.89,  371, -13.00,  1,,156.466666667,-57.9266666667,284.567493057,-0.341984941079
1075,NGC 3255         ,10 26 31,-60 40 36,   2.0, 1445, 0.250, 8.300,  -4.40,  -2.08,   52,       ,   ,,156.629166667,-60.6766666667,286.088506678,-2.63496499378
1076,IC 2581          ,10 27 29,-57 37 00,   5.0, 2446, 0.415, 7.142,  -5.61,   1.75,  150,  -0.52,  2,-0.34,156.870833333,-57.6166666667,284.587960271,0.0350262664765
1077,NGC 3231         ,10 27 29,+66 47 54,   7.0,  715, 0.020, 9.150,  -3.86,  -0.21,   14,       ,   ,,156.870833333,66.7983333333,141.923737891,44.6528855092
1078,Ruprecht 89      ,10 28 26,-58 11 00,   4.0,  750, 0.040, 8.980,  -4.12,   1.30,  104,       ,   ,,157.108333333,-58.1833333333,284.991159749,-0.382670537015
1079,Loden 172        ,10 28 27,-60 40 00,  14.0, 1415, 0.146, 8.000,  -4.92,   0.18,  971,       ,   ,,157.1125,-60.6666666667,286.285179491,-2.50250883859
1080,Loden 143        ,10 28 54,-58 47 00,  41.0,  600, 0.100, 8.450,  -4.62,   0.55, 4573,  31.10,  5,,157.225,-58.7833333333,285.354873292,-0.863760972482
1081,Hogg 7           ,10 29 05,-60 45 00,   4.0, 4583, 0.604, 6.000,  -4.94,   0.13,  131,       ,   ,,157.270833333,-60.75,286.394766699,-2.53347903878
1082,Hogg 8           ,10 29 10,-60 59 00,   3.0, 7194, 0.730, 9.150,  -5.36,  -0.44,  125,       ,   ,,157.291666667,-60.9833333333,286.524526342,-2.72776036754
1083,Loden 89         ,10 29 12,-56 47 00,  35.0,  380, 0.050, 8.470,  -6.05,  -0.48, 2287,  20.05,  3,,157.3,-56.7833333333,284.352905671,0.867635755603
1084,Loden 59         ,10 30 18,-54 08 00,   2.0,  650, 0.020, 8.450,  -6.76,  -1.00,    5,       ,   ,,157.575,-54.1333333333,283.117656679,3.21776220767
1085,ESO 168 04       ,10 30 53,-53 52 00,   3.0, 3084, 0.479, 9.315,  -4.67,   1.75,   54,       ,   ,,157.720833333,-53.8666666667,283.053995064,3.49056212011
1086,Ruprecht 90      ,10 31 00,-58 27 00,   5.0, 6000, 0.320, 7.100,  -3.90,   1.53,  130, -40.00,  1,,157.75,-58.45,285.417451019,-0.437215824737
1087,Collinder 223    ,10 32 16,-60 01 12,  18.0, 2820, 0.250, 8.000,  -5.32,  -2.46, 1362,   2.00,   ,-0.217,158.066666667,-60.02,286.357590341,-1.70512954923
1088,Loden 112        ,10 32 24,-56 42 00,   7.0, 2500, 0.600, 6.960,  -4.80,  -2.08,  159,       ,   ,,158.1,-56.7,284.686953504,1.16407297095
1089,ASCC 60          ,10 33 07,-58 28 48,  14.4,  800, 0.100, 8.360,  -3.97,  -3.26,  900,  37.00,  2,,158.279166667,-58.48,285.671020655,-0.32230977224
1090,Loden 153        ,10 34 42,-58 08 00,   2.0, 2670, 0.280, 6.740,  -5.85,   4.13,    5, -10.33,  3,0.191,158.675,-58.1333333333,285.676576247,0.0819092075314
1091,Bochum 9         ,10 35 46,-60 07 00,  15.0,  710, 0.110, 8.380,  -6.38,  -2.51, 1140,  -9.82,  2,,158.941666667,-60.1166666667,286.783815143,-1.569342865
1092,NGC 3293         ,10 35 51,-58 13 48,   6.0, 2327, 0.263, 7.014,  -7.53,   3.10,    3, -12.00, 70,,158.9625,-58.23,285.856163036,0.0736094022671
1093,Loden 165        ,10 35 56,-58 44 12,  11.0, 1900, 0.250, 9.480,  -5.81,  -3.14,  265,       ,   ,,158.983333333,-58.7366666667,286.117035703,-0.360874100051
1094,Loden 213        ,10 36 14,-61 51 00,  17.0, 1876, 0.416, 8.875,  -2.19,  -2.45, 1157,       ,   ,,159.058333333,-61.85,287.69392447,-3.04607383453
1095,Carraro 1        ,10 37 00,-58 44 00,   4.0, 1900, 0.250, 9.480,  -6.74,  -2.51,   73,  -8.50,  1,,159.25,-58.7333333333,286.235693718,-0.289556784857
1096,NGC 3324         ,10 37 20,-58 38 30,  12.0, 2317, 0.438, 6.754,  -7.46,   3.11,    1,  -8.50,  1,-0.474,159.333333333,-58.6416666667,286.228286505,-0.188445165399
1097,BH 99            ,10 37 54,-59 11 00,  20.0,  507, 0.055, 7.605,  -5.81,  -2.50, 1175,  11.20,  4,,159.475,-59.1833333333,286.557803795,-0.624538665693
1098,NGC 3330         ,10 38 46,-54 07 24,   4.0,  894, 0.050, 8.229,  -6.34,   0.67,   82,       ,   ,,159.691666667,-54.1233333333,284.187681004,3.84843952477
1099,ESO 062 11       ,10 38 55,-69 02 00,   6.0,  910, 0.420, 8.530,  -7.69,   2.96,  117,       ,   ,,159.729166667,-69.0333333333,291.506595031,-9.15494515844
1100,DC 5             ,10 39 59,-59 11 21,   2.8, 4430, 0.833, 6.050,  -7.96,  -0.31,   37,       ,   ,,159.995833333,-59.1891666667,286.793767218,-0.499876715176
1101,Saurer 3         ,10 41 25,-55 18 20,   4.0, 9550, 0.760, 9.300,  -6.73,  -1.62,   86,       ,   ,,160.354166667,-55.3055555556,285.095852021,2.99858731236
1102,Melotte 101      ,10 42 12,-65 06 00,  15.0, 1995, 0.480, 7.890,  -4.31,   0.79,  822,  69.13,  2,,160.55,-65.1,289.864102414,-5.56049435034
1103,Bochum 10        ,10 42 12,-59 08 00,  20.0, 2027, 0.306, 6.857,  -5.79,  -1.31, 1142,  -2.30,  1,,160.55,-59.1333333333,287.016326243,-0.314707291246
1104,IC 2602          ,10 42 58,-64 24 00, 100.0,  161, 0.024, 7.507, -17.49,  10.10,   22,  18.12, 10,0.0,160.741666667,-64.4,289.601394094,-4.90609187217
1105,Alessi 5         ,10 43 08,-61 10 00,  33.0,  398, 0.150, 7.600, -14.33,   4.40,   13,  18.00,  1,-0.382,160.783333333,-61.1666666667,288.083195689,-2.04972289501
1106,Trumpler 14      ,10 43 56,-59 33 00,   8.4, 2900, 0.360, 6.000,  -7.25,   2.69,    1,  -6.74,  3,,160.983333333,-59.55,287.408060987,-0.577362086892
1107,Collinder 228    ,10 44 00,-60 05 12,  14.0, 2201, 0.342, 6.830,  -6.55,   2.03,    1, -10.71, 11,,161.0,-60.0866666667,287.667678585,-1.04714282304
1108,Collinder 232    ,10 44 39,-59 33 36,   4.0, 2300, 0.480, 6.300,  -6.09,   0.75,  117,  -3.00,  1,,161.1625,-59.56,287.492943326,-0.543631968429
1109,Trumpler 15      ,10 44 43,-59 22 00,  14.0, 1853, 0.434, 6.926,  -7.71,   3.26,    1, -15.06,  2,,161.179166667,-59.3666666667,287.410037503,-0.368770444635
1110,Trumpler 16      ,10 45 10,-59 43 00,  12.0, 2900, 0.360, 6.000,  -6.94,   1.41,  490, -22.78,  4,,161.291666667,-59.7166666667,287.623820222,-0.651706320966
1111,ASCC 61          ,10 46 08,-56 51 36,  38.4, 1700, 0.230, 7.960,  -4.54,  -0.22, 4681,       ,   ,,161.533333333,-56.86,286.409545765,1.93723664837
1112,Bochum 11        ,10 47 15,-60 05 00,  21.0, 2412, 0.576, 6.764,  -6.01,  -0.29, 1390, -14.60,  7,,161.8125,-60.0833333333,288.025025103,-0.855989781412
1113,Ruprecht 91      ,10 47 38,-57 28 02,  17.0,  900, 0.010, 8.630,  -3.08,   0.64, 1000, -10.58,  2,,161.908333333,-57.4672222222,286.869838899,1.4918334971
1114,Loden 189        ,10 50 00,-56 24 00,  22.0,  720, 0.130, 8.640,  -4.84,  -0.93, 1227,  49.53,  1,0.202,162.5,-56.4,286.672734364,2.58926275151
1115,ASCC 62          ,10 50 53,-60 06 00,  33.6, 3000, 0.240, 7.500,  -4.23,  -1.38, 4389,   0.63,  2,,162.720833333,-60.1,288.436383545,-0.66568998936
1116,NGC 3446         ,10 52 12,-45 08 54,  15.0, 1485, 0.160, 9.000,  -8.26,   2.23,  226,       ,   ,,163.05,-45.1483333333,281.860978504,12.7894573435
1117,BH 106           ,10 52 42,-54 14 00,   3.0, 1879, 0.406, 8.000,  -6.88,   0.74,   55,       ,   ,,163.175,-54.2333333333,286.048379465,4.6996301451
1118,Teutsch 31       ,10 52 50,-59 27 39,   1.8, 3250, 1.090, 8.780,  -8.28,  -0.65,   49,       ,   ,,163.208333333,-59.4608333333,288.372759837,0.0159876429677
1119,Ruprecht 162     ,10 52 54,-62 19 00,   5.0, 3019, 0.312, 8.385,  -1.70,  -0.20,  203,  -0.30,  1,,163.225,-62.3166666667,289.637945329,-2.54452036149
1120,ESO 128 16       ,10 53 41,-58 14 24,  10.0,  900, 0.030, 8.920,  -1.20,  -0.30,  379,   2.84,  2,,163.420833333,-58.24,287.935687384,1.1611979164
1121,Ruprecht 92      ,10 53 47,-61 45 00,   7.0, 2211, 0.396, 7.650,  -2.44,  -2.06,  476, -15.60,  1,0.201,163.445833333,-61.75,289.482152905,-1.9899016044
1122,Kronberger 39    ,10 54 14,-61 44 16,   0.8,11100, 0.900,      ,  -3.91,   6.07,    7,       ,   ,,163.558333333,-61.7377777778,289.524757466,-1.95565384618
1123,ASCC 63          ,10 55 52,-60 24 36,  18.0, 3500, 0.450, 7.240,  -2.72,  -1.43, 1691,-142.00,  2,,163.966666667,-60.41,289.12786423,-0.673254705981
1124,Trumpler 17      ,10 56 24,-59 12 00,   5.0, 2189, 0.605, 7.706, -69.59,   2.88,    1,  30.93,  2,,164.1,-59.2,288.669192893,0.448450883783
1125,Graham 1         ,10 56 32,-63 01 04,   2.0, 3600,      ,      ,  -6.99,   4.89,   62,       ,   ,,164.133333333,-63.0177777778,290.318968088,-2.99481662583
1126,Collinder 236    ,10 56 51,-61 07 00,  10.0,  800, 0.070, 8.370,  -2.23,  -2.31,  789,  18.32,  3,0.042,164.2125,-61.1166666667,289.539157823,-1.26034901534
1127,Bochum 12        ,10 57 24,-61 43 00,  10.0, 2218, 0.240, 7.610,  -2.49,  -3.08,  735,  -3.80,  1,,164.35,-61.7166666667,289.854320119,-1.77519880689
1128,Hogg 9           ,10 58 22,-59 03 00,   1.0, 3049, 0.380, 7.450,   0.12,  -0.97,   28,       ,   ,,164.591666667,-59.05,288.833871789,0.691436035193
